review,sentiment
"A bit too much Mediterrenean machismo for me . The cast was beautiful , lovely to watch in all of the romantic scenes . The locale was beautiful with azure skies and azure water . It just was not convincing to me that such an egomaniac crud bent on nothing but his building , could attract so many beautiful , vulnerable , women . Only in the Mediterranean I guess . Certainly in no world I am familiar with . The macho men were really obnoxious , and I found it difficult to believe that the female characters could have anything to to with them for so long . The screenplay , cinematography , directing , etc . was set up to deliver a Class B film , the central effort being on showing scenes of beautiful exposed female breasts . It was aesthetically nice for a while but it could not sustain a very mediocre film .",0
"I have never read the book , but had always heard good things about it . So when the movie came out I considered going to see it , but never did . Now it has come out on DVD and I have thought of renting for a few weeks now . Last night I finally picked it up . I am very glad that I did . Cinematography was incredible in this movie . The scenery , etc , ... all made you feel like you were in Kabul . The acting was all very good , although I am sure some of the emotions were lost in the translation . And the story itself was good and pure and uplifting . Yes the story was very sad , but at the same time uplifting . And I will be honest , as a white American , ... made me see aside of Kabul and Afghanistan that I never picture in my mind when I think about it . Showed me a Afghanistan before the Taliban . Showed me a place that was beautiful . Showed me a place with good hearted people . I community that was like a family , aside from a few bullies . Anyways , I recommend this movie to everyone . It is one of the best I have ever seen .",1
"Cronica de un desayuno combines the worst defects of mexican cinema , a rare feat nowadays . It 's pretentious : it wants us to believe that it is deep , only because some scene is out-of-focus , another is pseudo-surreal , yet another plays with the Eisenstein-Infante-Caifanes tradition of laughing-crying faces , the edition is fragmented , and it is all so solemn . It has a weak script : the main story hardly develops , so it has other three smaller , needless stories , stuck into it . They are only good to make the film last longer . Most of the acting is bad . A true feat , baring in mind that many of the best known mexican actors were cast . There is an abuse of unnecesary foul language . To the point that the character of Paloma , who symbolizes the dreams of freedom of a child , uses it throughly . It is homophobic . The character played by Eduardo Palomo is the sorriest , and most punished , representation of a transexual I have ever seen . It is very boring . I ended up envying the people that left the theater before the end of the film . Whatever it tries , it has been done better , in Mexico and elsewhere . In other words : `` Para partirte la madre , nada como una mala película ''",0
"While the premise of the film sounded unique and intriguing after watching the first 5 minutes of the film I could have stopped there and gone on with my life . She does get some interesting comments and reactions from her subjects , but not really enough to add to the validity of the film . I also felt she went a bit overboard with many things . If a guy said a filthy comment , grabbed her , or made some disgusting gesture to her , I would say go for it , bring him down , he 's a pig . What bothered me though is she would walk around in revealing clothes and be surprised when guys would look at her and give them hell about it . I think somehow she forgot that being attracted to other people is a part of human sexuality and a big part of who we all are . Guys will look at beautiful women , especially when they dress provocatively , just like women will look at men when they are wearing a tight tank or no shirt at all . Some women may hate me for this , but I hope not . I have much respect for women . I was raised by one . I also come from a Spanish family and we are very matriarchal . My grandmother was the center of my family for years , but I do n't really feel this did anything to help women 's rights and from what the filmmaker even said herself , some women were offended by her project .",0
"David Cronenberg , much like colleague David Lynch , is an acquired taste . A director who plays with themes like reality , perversion , sex , insanity and death , is bound to get the most extreme reations from audiences . He proved this with films as The Fly , Naked Lunch , Crash and eXitenZ ( capital X , capital Z ) and more recently , Spider . It 's best to see eXistenZ with a clear mind . Try not to read too much about the plot , or it 'll be ruined for you . What I can tell you is that Cronenberg takes you on a trip down into the world of videogames that acts as a metaphor for any kind of escapist behaviour . Living out fantasies is something people always dream of , but how far can you go into it , before reality gets blurred and the fantasy takes over and turns into a nightmare ? Those are the themes touched in eXistenZ , an exploration of identity , the human psyche , physical bodies being invaded by disease and most importantly , reality itself . The story and directing are excellent . Cronenberg knows his trade very well and succesfully brings to life an artificial world , avoiding the usual pitfalls and clichés linked to stories such as this . The film shows some pretty disgusting stuff , but is unusually low-key in the gore department in comparison to Cronenbergs other work . The shock effects he plays on are never over the top and the plot progression is very intelligent and creative . It 's not the most intellectual movie ever , but it will leave you thinking about it , wondering and pretty confused . The acting gets two thumbs up as well . Both protagonists , Jennifer Jason Leigh and Jude Law , play their parts perfectly and cleverly portray their character 's shifting moods and identities . The dialogue may seem a little stale and clinical at times , but that is part of the effect Cronenberg was going for , to create a disaffected and alien atmosphere that puts you quite at unease . Supporting actors as Ian Holm , Don McKellar and an especially creepy Willem Dafoe lift the movie even higher with their disturbingly familiar performances . This movie takes some getting used to , but if you can appreciate the dark tone , blood-curdeling imagery and existentially warping story , you 'll love it .",1
"Jerk hazer Mike ( David Zelina playing this college frat man as one major bastard you want to see die right away ) and his college cronies leave hypoglycemic diabetic Sam ( Caleb Roehrig ) hanging on a wooden cross along with this scarecrow which is a legendary ghost story . They get PO 'd at Sam who essentially goes into shock and aims a swinging punch at Mike that lands across his girlfriend Patty ( Kristina Sheldon ) instead so leaving the poor guy hanging is his punishment . Somehow , Sam 's soul `` emerges '' with the inanimate scarecrow who comes from the cross to destroy everyone who left the poor guy there to rot . Mike and the gang send the uninitiated dorks back to bring Sam down but they are the first to receive a swinging blade across their throats . Mike and his posse head for the beach to gulp booze , play volleyball & bicker until the scarecrow arrives to end their little soirée . Sam 's substitute brother Jack ( Matthew Linhardt ) is supposed to look out for him , but decides to sleep with new love-interest Beth ( Samantha Aisling ) instead . So when he receives a cell-phone message from Mike concerning how they left Sam hanging on the cross while they were off at the beach taking in the sun and sand , Jack is frenzied with fear . Beth 's estranged father is a doctor and he agrees to see after Sam 's condition after they cut the nearly dead young man down taking him to emergency hospital . Returning to the beach to confront Mike because of his negligence ( .. not to mention Jack 's promise to coach Ramsey , played by UFC fighter Ken Shamrock , regarding no hazing ) , Jack and Beth will face the same straw-stuffed assassin that is bumping off the others . Coach Ramsey , who was part of a past hazing incident that went awry causing killer-scarecrow-mischief , has to confront some demons himself as he informs the survivors of the group about what they are up against . Babes , boobs , and blood .. this flick follows the basic slasher guidelines . Yet , this flick also carries the typical slasher traits of corny characters , acting , dialogue and overall plot . The flick shows signs of it 's low budget particularly in the violence as most of the real action takes place off-screen instead of showing it happening up , close & personal . What appears on screen is mostly the aftermath of the killer 's vengeance : one fellow holding his guts , another with a stake ( holding up the group 's volleyball net ) plunged through his chest , blood spatter after a woman gets hit over the head presumably with a large rock , one chick laying dead after the scarecrow hit her with the SUV , etc . There is also some dubbing problems where it 's clear the sounds of their voices often do n't match the movements of their lips .. particularly the unintentionally hilarious sequence where Ed ( Travis Parker ) , wannabe rock star , is singing to his buddies a horrible song they all seem quite impressed with .",0
"Oh Mr. Carell ! How far you 've fallen ! After a glowing moment in LITTLE MISS SUNSHINE , Steve Carell 's choice of films is beginning to contrast starkly with what has come since . Although THE 40 YEAR OLD VIRGIN was entertaining , it was dwarfed by his `` Sunshine '' character . Hoping to find something that 'd get me to spew popcorn from my nose , I decided to rent EVAN ALMIGHTY and see what possible guffaws might await me here . Not much ... Given the trite and clichéd script , the entire film felt forced and unemotional . Poking a bit of fun at flagging family values and the current U.S. administration 's take on the environment , Evan Almighty also tries to put a profound biblical moment into humorous terms but fails miserably . Nearly every person on Earth knows the story of Noah and The Ark . God 's wrath was sent down with 30 days and nights of rain which flooded the entire planet while Noah , his family , and two of each of His creatures on Earth rode out the wetness in relative comfort via the gopher wood ark . It was a huge moment in human history ( if you believe the biblical text ) . So why would God appear to one man and ask him to build an ark that would only carry the world 's animals for a few minutes after a dam break ? The simple answer is that He never would . Too much emphasis was given to U.S. government policy and not enough on world events , making Evan Almighty a terribly myopic and Ameri-centric film . Although designed as a comedy , it really never reaches anything approaching belly laughs . Maybe a few grunts and a smile , but little else . John Goodman ( CARS ) pulls in another forced performance as the despicable Congressman Chuck Long who 's only goals are to create development opportunities on protected national land holdings . Even the strong presence of Morgan Freeman ( 10 ITEMS OF LESS ) as God ca n't help mop up this soaking wet disaster-of-a-film . The only funny moments are between Carell and the animals , especially as Evan learns what animal magnetism is REALLY like . Birds literally flock to him . Sheep herd around him . Lions take pride in being near him ( please forgive the puns ) . The special effects were fun to watch but were brief ( with good reason ) . The `` flood '' was interesting in that the Ark was obviously guided by His hand and shoved in just the right direction . But other than that you 're in for little more than an insult to common sense and intellect .",0
"There 's a certain irony in a parody of the Gothic genre being turned into a mess of clichés by filmmakers who either had no idea what the story 's purpose was , or just did n't care . All of the hallmarks of your average family film are present- rambunctious younger siblings , a grumpy teenager who does n't want to move , unsympathetic parents who are unable to see the apparition , and of course a romantic subplot . The movie has very little in common with Wilde 's original story , which was largely written to poke fun at the melodramatic Gothic novellas that were all the rage at the time . If Wilde saw this version , he 'd probably laugh- and then of course , write a parody . One can only hope that the children who watched this bland , mass-produced pap eventually discovered the wit and sparkle of the original version .",0
"One of the most sublime of American masterpieces , Morrissey opens the film by sexualizing Dallesandro , with his open mouth snoring on a pillow . We wonder , is he coming off a heroin high ? We just see his face , then , flash , his body , flash , his naked rear . I ca n't think of another film that used this flash-blip form of editing so well to create a hypnotic , druggy mood , an editing method that works wonderfully as both pacing and style . After that introduction , when Dallesandro opens his mouth , his accent is jarring -- we expect him to be some kind of soft-spoken androgyne ; instead , he 's got the voice of a street thug -- Morrissey is n't comfortable letting our assumptions go unchecked . The lengthy opening is very sexy and playful -- it 's a combination of martial troubles , Dallesandro 's fascinating lip-rubbing kisses , and early morning sexual escapades ; it all kind of flows together , if not always smoothly , then emotionally realistically . What I got from this was the same as what I got from `` The 400 Blows '' when I first saw it -- this is like a 20-something continuation of that story . There 's a sense of camaraderie between the flesh sellers and the buyers ; when Dallesandro walks the street looking for men ( to fund his wife 's abortion ) there 's the feeling of a secret handshake as boys make deals with each other . I never found it boring , though nothing happens -- nothing happens brilliantly , the boys hanging around , as they do , waiting for tricks . The main trick that Dallesandro finds is fascinating to watch , using Greek descriptions and only touching his back , a form of aesthetic body worship on the man 's part . It 's also dreadfully funny ( `` I 'm not talking to an empty bed , am I ? '' ) . It 's one of the most revealing scenes in the movie -- in any movie , I think ; certainly any movie dealing with sex and sex for sale . When Dallesandro 's eyes seem red and swollen , we ca n't tell if it 's because he 's drunk , ashamed , embarrassed , or all . The conversations in the film are cut-up -- they do n't matter . ( The film is silent in a few scenes , some of the most poignant and beautiful you may ever experience . ) Yet when Morrissey chooses to include one , the way he includes it ( we sort of piece it together ) , it 's startling , such as one conversation between Dallesandro and a newbie hustler -- and neither of them ever mentioning the word `` gay '' or `` hustler . '' What follows is a scene where we listen to a pair of transvestites as Dallesandro gets serviced -- this just after explaining to the newbie `` getting used '' to the job . Dallesandro is a subject worthy of the attention paid to him , both by his clients and Morrissey . He 's less than effective as an actor , in the sense of acting as performing , but as far as revealing something he 's incredible -- he 's someone we immediately want to feel above , yet we go through his experiences , with all their complexities , and we 're forced to try and know him . He 's the kind of blank slate that we 're drawn to but ca n't get a hold on . And of course he 's incredibly striking -- forgetting everything else , this is partially a testament to the beauty of the male body , Dallesandro 's gorgeous torso and permanently erect nipples . The movie has one devastating scene , but like everything else you ca n't really master it -- a girl says that she 's been raped , and her only self-defense is in saying that , had the rapist only asked for sex , wooed her , he would have gotten a better lay . It 's shattering . The movie has feeling for everyone , but even better than that , it 's not merely sympathetic , it actually attempts to help us understand human beings -- and without ever dictating what it is we 're meant to be understanding . It neither looks down on nor glamorizes the people within the film . It feels inclusive when we see Joe 's arm around a transvestite . When he reads a letter ( he talks about not getting past grade eight at one point ) , he 's utterly charming , as he pauses on a word ... then says , `` woteva , '' and continues . You can learn something more profound from the interaction between Dallesandro and one of his clients in terms of gay-straight relationships than you can from any case study . Here we have the young boy who smiles ( his top lip disappears as he does so ) when a 30-something gym bunny Korean war veteran runs his fingers through his hair ; it 's a scene that feels very profound , this adult man sharing something with a younger version of himself -- it 's not two gay men together , or a gay man paying a straight man , it 's something else you ca n't put your finger on ; questions of sexuality are beside the point . ( Never before has popping a pimple seemed as affectionate . ) After sharing something with each other emotionally ( though with Dallesandro , since he 's there for money , it 's never apparent why he 's there ; though he 's never less than sincere , which may be his most disarming quality ) , `` So ... can you help me out ? '' The man says sure . `` I do n't mean my pants ! '' 10/10",1
"Sorry for any spoilers that this contains . But if you want to read on anyway : I really wonder why so many people are so high on Kevin Williamson . Let 's just take a quick look at his work as a screenwriter , shall we ? There 's Scream 1 and 2 ( plus the story for the next one ) , which I think are pretty funny but very overrated . Besides , by making Scream into a franchise , it ceased to become a parody of horror movies and simply became another one . Then there 's I Know What You Did Last Summer , which is essentially the same movie again . He co-wrote Halloween : H20 , but even he had the sense not to take credit for what he did on that monstrosity . Then comes The Faculty , which I can only say was god-awful . ( Lots of fun to make fun of , though ) . Do n't even get me started on the ridiculous , soap-operatic Dawson 's Creek , I could rail about how bad that is for hours . So then we get to Teaching Mrs. Tingle . First of all , there are tons of little implausibilities in this one . For example : in most high schools that I know of , the valedictorian is NOT the only one who gets to go to college ! This idea that Katie Holmes 's character would never go anywhere unless she was valedictorian was absurd . Have n't you ever heard of financial assistance , damn it ! ? Also , I do n't think you get expelled from high school or do n't get into college because of cheating on one test . There are a bunch of other ones , but I 'll skip to the big one now . The ending really bothered me : they committed a crime , but it was ok because the teacher was a bitch . Great . Do you know how many of my teachers I could kidnap based on that logic ? I 'm sure the police never took any statements to find out the whole story , either . That sure would n't be necessary . Helen Mirren was good , she added some nice flair to a character who ( as a previous commenter noted ) had NO reason for anything she did . And has anyone else noticed that Katie Holmes absolutely ca n't act ? Her self-righteousness became incredibly annoying . `` You wanted me to fail . Blah blah blah . '' Her last two scenes with Mrs. Tingle were the worst . The only reason I do n't regret losing $ 8.25 on this disaster is because she got beaten up a bit . No , wait , I do regret losing the money : it was n't real , and she survived . Mr. Williamson , if you 're reading this , you 've made the same movie ( some violence and/or scary stuff offset by wise-ass kids who make sarcastic jokes and references to other movies ) just a FEW too many times now ( I count 6 so for , not including Scream 3 and whatever follows it ) , and I would really appreciate it if you would stop . Otherwise , I might just have to kidnap you and threaten YOU with a crossbow . Ok ? : - )",0
"This movie sucked . The problem was not with the cast . I think the cast was great , lots of good talent , lots of great acting . But the script was TERRIBLE ! It seemed to be mostly just a frame work in which Steve Carrell could do his improv . And that is what he does best , but it just did n't work here . The script was hard to follow , the story was non-sensical , and scenes were random and lacked direction . Also , much of the action was extremely contrived and poorly thought out . It was a good effort , but as Max says , they missed it by THAT MUCH ! I am shocked to see how many glowing reviews there are for this stinker here on the IMDb . Obviously , the movie producers are getting people to write lots of positive reviews on their movies and fill up the entries on the IMDb . If you read the positive reviews and compare them to the negative reviews , it is pretty clear which ones are genuine reviews from normal users . This movie was full of problems and jokes that just did n't work . I loved Steve Carrell in Anchor Man , and I like his comedy and style . But I will tell you that I never once laughed while I was watching this movie . Yes , I had a couple of light moments , a couple of chuckles , but no real laughs . Nothing that struck me at all . Spoiler Alert ! One ridiculous scene was when Max had his hands binded on the airplane and he goes to the bathroom to try to escape . He uses his special Swiss Army knife ... but instead of just using THE BLADE OF THE KNIFE , he tries to SHOOT the binding with his miniature crossbow . And as the crossbow miss-fires and shoots little arrows into him over and over again ( almost putting out his EYE ) , Max does n't give up or try the blade instead ... no , he just keeps shooting himself with the crossbow . What was he really expecting to do with that crossbow ? It seemed to be THE WORST option on the knife to try to remove the bindings . It just made absolutely no sense . That is a good example of the typical circumstances in the scenes that made up this movie . They were ridiculous , poorly thought out , poorly motivated , and made of pure nonsense . And that was truly distracting . As I said , this movie was a big let-down , and I recommend you avoid it . A note to the IMDb : You should do something about these phony reviews that people are leaving . It degrades the authenticity of the site .",0
"A touching love story reminiscent of In the Mood for Love ' . Drawing heavily on Chinese poetry and how this is used by eastern people to communicate feelings to each other , the story focuses on a schoolteacher who wants so much to be a model teacher as well as a good husband and father . A senior student is very attracted to him . As the story unfolds we see the emotions below the surface in his 20 year marriage and how he grapples with the moral dilemmas that face him . A beautiful and moving story .",1
"I 've read a lot of reviews about Showtime on IMDb and many seem to miss the mark . I 've noticed a lot of reviewers calling this the typical `` buddy '' film . De Niro is in no way Murphy 's buddy throughout most of this movie . In fact , part of the comedy of this film is De Niro 's reluctance to be friends with anybody . Murphy really shines in this one . He is back at doing what he does best , acting like a complete ham . He is a cop who wants so much to be an actor and enjoys being in the reality show . De Niro is perfect as the straight man who thinks the entire thing is stupid . I thought the two of them had great chemistry and were a perfect casting choice . Rene Russo is also great as the TV producer . Of course , she loves everything Murphy does and tries so hard ( along with Murhpy ) to get DeNiro going too . A lot of reviewers have touched on the hilarious scene with William Shatner , reprising his role as TJ Hooker to train Murhpy & De Niro how to `` act '' like cops . But , my favorite scene involves Murphy in the `` confessional '' hoping he could get a Wesly Snipes-Like cop to team up with instead of De Niro . Man , that was hilarious ! Comedies often depend on your personal tastes . Sure you could poke holes in the plot , most often you can with a comedy . I was psyched to see the pairing of Murphy and De Niro ... I think it brought out the best in Murphy , which was nice to see him at the top of his game again . I can only imagine it was a great honor for Murphy to be paired with the great De Niro . Rating 8 of 10 stars .",1
"While I rather enjoyed this movie , I 'll tell you right now that my mother would n't . It 's out there . Really warped little dark comedy that reads like a fairy tale gone awry . > Neat treat with all the cameos too . If you want something `` different '' , look no further .",1
"A stupid show in the vein of the rest of them with terrible music and a laugh track that must be from I Love Lucy . I got rid of TV because of shows like this , but picked up the 1st season at big lots for $ 3.00 . Should bought the Van Damme movie instead . If I was a conspiracy theorist , who believed that a small group of people are working against real families and keep coming up with this drivel/propaganda in order to undermine family values I would point to this show , Married With Children , Family Guy etc . but I 'm not so I wo n't . BTW I 'm not Christian , love the Simpsons and Peep show . I watched two episodes and thought that if shows like this are popular , who are they popular with ? Then I remembered all those fotos of the people of Walmart that have been circulating around the web and thought ah ha ! . It is no wonder our culture is a joke around the world when this is prime time .",0
"The subject of this movie is disturbing . How could some otherwise intelligent , religious , hard-working , and sincere White Afrikaaners treat the native Blacks so cruelly for so long ? The movie answers this question , and also explains how some Afrikaaners are changing in a positive way .",1
"Now I like Victor Herbert . And I like Mary Martin and Allan Jones . But it would have been nice to see a real biography of Victor Herbert . Walter Connolly as Herbert does have a decent resemblance to him in his latter years Jones and Martin sing beautifully though . The Herbert music is just there to adorn the plot line concerning these two musical performers . Jones 's John Ramsay is a frail character , very similar to Gaylord Ravenal in Showboat who Jones also played . As for Mary Martin , it 's a mystery why she never had a good Hollywood career . She did films with Bing Crosby and Dick Powell as well as this one . She performed well , but movie audiences did n't take to her . The best musical moment in the film is Jones and Martin in a duet of Thine Alone . The recordings I have of the song are individual and it was written as a duet . There 's also a pleasant scene with Jones and Martin riding bicycles swapping Herbert songs as they ride . The real Victor Herbert with his womanizing and his Irish patriot background and his musical training in Germany where he developed a love for all things German would have been a fascinating study . He was also a cello virtuoso before he turned full time to composing . I have to take strong exception to the reviewer who said Cuddles Sakall would have been a good Victor Herbert . Sakall as Irish , HELLO . Nice movie , but the real Vic would have been so much better .",1
"This was a strange film . A bit horror and certainly film noir . Some fifth columnists meet and mysteriously start dying off with a Japanese dagger in their hands after Monsieur Colomb ( Bela Lugosi ) shows up . Soon the Lone Ranger arrives in the person of FBI Agent Richard 'Dick ' Martin ( Clayton Moore ) . Martin is ineffective in finding the killer as he is more interested in the niece ( Joan Barclay ) of a missing doctor , who is part of the gang . After the last man dies , and the doctor is horribly disfigured by some strange serum , the true story of the group comes out and that is where it gets interesting and weird . I wo n't spill it . Lugosi was marvelous as the skulking killer .",0
"If it was n't for the terrific music , I would not hesitate to give this cinematic underachievement 2/10 . But the music actually makes me like certain passages , and so I give it 5/10 .",0
"Barbershop 2 : Back in Business was n't as good as it 's original but was just as funny . The movie itself lacked little things which the original held which made it much more enjoyable . Back in Business seemed to be just another worthless sequel made to bring in money with a very thin plot . Cedric the Entertainer 's terrible excuses for flashbacks ruined the movie and seemed to be a bad way to try and get the audience to adapt more with the character . Overall Barbershop 2 : Back in Business was a sequel not needed , without the originals charm , soul & spark .",0
"Hi To read the entire plot around `` OZ '' just look at IMDb here to find it . * * WARNING SPOILERS INSIDE THIS REVIEW ! * * Oz is the a series that has not only moved me but also shows a small bit . Of the American prison system , but i have to say ( judging on discovery channels program over jail ) it is not really realistic . Although i got to say , there not shy , rapes , shanking ( stabbing ) happens allot . Still it is television , so for you ppl out there that think this is realistic wrong . There is a good degree of violence in it , and some here and there overdone scenes ( plot over plot over plot ) that can get pretty boring . But remember the series is almost ancient by now . So times do change as well i believe i should judge this in the time line as it came out . As the season prolonged up to season 5 it was pretty good ! . Until one of the cons wins a lottery ticket of 2 million dollars , because he talked to god it struck me as `` ok this is getting to the point i do not want to see this series no more '' Still i proceeded ! And now i just seen the episode 3 of season 6 . This is were cereal gets his brain zapped and then his `` mom '' hold him after , while he is drooling . Then you see O Reilly cry as well seeing his bro like that ( RL BROTHERS As well ) Now thats by far the best scene out of the entire `` OZ '' series , that was real to me ! Still do not read this wrong that I 'm trying to crash and burn it . It is a really good series ! And even now 2010 well worth a watch ! I give it a 7 because of the storyline that weakens with the season . But still a golden glove .",1
"This movie is about a very delicate argument and if you are searching for something that makes you think here you are right . Tim Robbins has made a wonderful job and the result is a kind of docu-drama that should be shown in schools ( for the strong themes treated ) . What about the actors ? Well , they are simply great ; Susan Sarandon is truly 'the face of love ' and Sean Penn is unbelievable as almost always . An absolutely must-see !",1
"Well I 've enjoy this movie , even though sometimes it turns too much to a stereotypical situation . I didnt understood at this time if the `` Punishment Park '' has exist in the past , but I think the matter isnt really here . You have to look at this movie in a different manner . It shows how much violence you can find in our world . It reminds us that we live in a world who is lead by violence and that nobody can escape from it . If anyone refuse to `` take his responsabilities '' then you will be thrown out of our society ... All our history is made by wars , we should never forget this . In fact its only when we will finally accept the truth that , maybe , we will change and understand that our `` intellectual skills '' have improve . So we could use them to find others ways to resolve our problems . In 2 words this movie is a must see , maybe it will help us to accept the truth ...",1
"I do n't recall a film which so deftly shows the emotional destruction of war , as mirrored in one single marital relationship . The focus of the film is the union between Ullman and Von Sydow -- the two are in every scene . Through the course of the film , they experience a role reversal -- one has the strength of survival and the other is reduced to emotional escapism through dreams . Both will lose a measure of humanity , but one to a greater degree than the other . The characters and the viewer go through periods of fluctuation in regards to closeness -- the camera pulls out and away , sound disappears , words are lost , only for the camera to return to painterly closeups of its facially expressive stars . The confusion and fluctuation may make this film hard for some viewers , but this is all purposeful under the master hand of Bergman . I think the use of a `` fake '' war makes the film timeless , as relevant today as ever before , and by focusing on the human relationship through war , makes the film relevant to everyone . The pair could be anyone . The film is not grounded in place or time , but rather in emotion . A unique and effective war film , unlike any other . Bergman 's films are virtuosic in presenting human relationships -- that he would bring this to a war film is masterful .",1
"This is one of the films that killed the `` spaghetti '' western . It not only loses something in the translation , it is a total chaotic mess of editing as well . Either chunks of it have been edited out and or re-edited for an English language version . In any case , it makes little or no sense , period . It makes the `` Trinity '' and the Eastwood `` Man With No Name '' films look like John Ford/John Wayne by comparison . Nothing in this film is original . Somewhere in there is a beginning , a middle , and ( finally ) an end . Except for the end , not everything is exactly in that order . Robert Wood seems personable enough . The rest of the cast , especially the women , should have made better career choices .",0
"This movie was strange mainly because the plot was so incoherent . The title refers to a vicious wind which renders the surface of the earth almost uninhabitable when it blows , but this seemed to have nothing whatsoever to do with what was going on . The movie seems to be an extremely poor rip-off of Bladerunner ie rogue android being chased by bounty hunter ( or ruthless cop in this ) . Luke Skywalker turns in a surprisingly good performance as afore-mentioned rogue cop . Nothing seems to be resolved at the end of the movie , we never find out anything of any substance about the android or what his intentions are . There is one baffling scene where Bill Paxton ( who has kidnapped the android ) plays one particular song in his cardboard airplane for no particular reason ( the song is called `` Shape of things '' , by The Yardbirds ) . This happens again in a later scene where the same song is played for no apparent reason . Does this song have any relevance to the movie ? Do n't think so .",0
"This version of the Gulliver stories is definitely bizarre . The production adds a frame story ( that 's what it 's becoming famous for ) of Gulliver returning to his wife and son . In one vieweing , incredibly overlong and sometimes fails to hold attention throughout , but the odd images and diverse cast will keep you looking . Mary Steenburgen does the best job of the cast . Danson seems a bit out of place with his American accent . The whole asylum thing is awfully disturbing often , but is nonetheless interesting and holds the journeys of Gulliver together well . Danson 's character really does seem insane , however ... he should have worked on being a little more believeable to everyone , in my opinion . Also confusing is going from present to past . Anyone else think the Yahoos are the ugliest things ever to grace a television screen ( or in line for it ) ? Confusing , sometimes boring , but still highlighted by some good acting , overall wonderful visual effects , and a few enjoyable parts . NBC 's first of many event films from Robert Halmi , Sr. See it for yourself to decide how it goes for you , however I give it * * * 1/2 ( out of 5 stars ) .",1
"This movie is engaging from start to finish with excellent performances , a great soundtrack with original music by Douglas Brown , and a well paced script that 's full of surprises . Full of new and not so new faces , this movie showcases promising talent especially in the case of Craig Morris who plays the main character Eddie Monroe . Morris , who also co-wrote the script , displays a quiet strength combined with a strong emotional performance as he creates a believable character on screen . Also a poignant delivery by Paul Vario who plays Uncle Benny with a genuine warmth , was so convincing that he made me hungry as he lovingly prepared his Italian sauce . Great new faces , great new music , and a great new story - what more could you ask for . This film is highly recommended !",1
"Last year was the 200th anniversary of Charles Darwin 's birth , and the 150th anniversary of the publication of `` The Origin of Species '' , so it 's fitting that Jon Amiel 's `` Creation '' got released . The movie focuses on the period of Darwin 's ( Paul Bettany ) life while he was writing his famous work , and the mild strain that it put on his family life . I guess that the movie overplayed Darwin 's tension with his religious wife Emma ( Jennifer Connelly ) , and his guilt over his deceased daughter Annie , but I still like the thought of Darwin 's theory working like a karate chop on religious dogma . As it was , the US was one of the last countries in which `` Creation '' found a distributor , due to the creationism-evolution debate ( yes , it 's still going on ) . All in all , this is n't a masterpiece , but I recommend it the same way that I recommend `` Inherit the Wind '' . I hope that one day , the creationism-evolution debate wo n't be an issue . If this film helps put the debate to rest , then more power to everyone in the movie ! Also starring Martha West , Jeremy Northam , Toby Jones and Benedict Cumberbatch .",1
"I cant believe it ! I thought this is a good sequel when Jim carry in the film has a baby but instead its a film with crappy actors , stupid plot and stupid scenes . This should be in 'crappest films of sh * t in earth ' . Thank god the same director did not make this because this is so stupid with some cartoonish parts like the fart was not funny , not the pee and not the dancing ! I laughed at this because of how stupid the person made this like homer Simpson making a movie about a doughnut ! I wish someone makes a remake of son of the mask with a plot like this ! The mask guy ( Jim carry ) and his wife have a son which is a normal baby . When the baby finds another mask he became the mask , too and the mask guy tries to get his mask back ! This is very crap so i 'll give it a 1 out of 10 . Fu * king sh * t !",0
"This was just an awful movie . I 've watched it once when I was roughly 12 , I am now 19 and I do n't think I will ever forget this movie . I still feel sick whenever I think about it , it was just everything horrible that could possibly fit in one movie . I really do n't understand what kind of person would enjoy this utter rubbish . It 's not enough to simply turn off your mind to enjoy this movie , I can enjoy the dumbest made-for-TV Disney movies as much as the next person , but this is something else completely . Usually I do n't like to judge a movie until I have seen it myself , but believe me I am doing you a favour . Do not watch this movie .",0
"Dramatic ? Yes ...... Historically accurate ? Not Quite ! .... This movie twists the Bibles details of the deluge by placing Lot meeting Noah during the building of the Ark . Fascinating time travel for Lot made in part by NBC ! .... being Lot had not been born until 2136 BCE , 234 years AFTER the floodwater 's ( 2370BCE ) .... Thats like having George Bush meet with William Shakepeare ! And whats with this guy floating around selling items & nicknack 's to Noah ? You can make a movie based on historical facts dramatic , but do n't twist it around placing people where they were n't .... especially when it comes to Gods Word .",0
"The films of the Science Fiction Channel ( Sci-Fi Channel ) have become boringly predictable . The seem low on budget , originality , and plot . In this creation the government is out to get a bunch of telekinetics and recruits a poor soul by devious means to help . There is plenty of over worked recycled twists on evil government organization theme . black coats , shadows , short meaningless lines make these one dimensional cartoons . Daniel Dae Kim stands out as a good actor in a small role . He brings a bit of the style of his `` Angel '' character to the role . It is hard to miss the link that his `` Crusade '' character was a telepath and this is a film on telekinetics . Was this a Sci-Fi casting move to try and draw fans from the other show ? Who knows . Thankfully he is a decent actor and a pleasure to watch . The movie is definitely low budget . It reflects The Sci-Fi Channels current model of Canadian location , few well known characters , few effects , and woefully terrible plot and character development . One would think they believe science fiction fans will view anything labeled `` scifi . '' If you want a good telekinesis movie , check out `` the Fury '' ( 1978 ) .",0
